animal,pair,transition,k_eff,rot_x_cc1,rot_y_cc1,floor_x_cc1,floor_y_cc1,rot_x_top3,rot_y_top3,jaccard_x,jaccard_y
11,CA1-V1,naive->intermediate,20,75.41,86.72,73.81,73.04,72.15,87.64,0.08,0.17
11,CA1-V1,intermediate->expert,20,18.79,67.04,71.38,70.65,86.91,87.92,0.27,0.42
11,CA1-V1,naive->expert,20,76.62,88.73,55.83,59.48,81.78,88.6,0.17,0.13
11,DG-DMS,naive->intermediate,6,84.78,89.14,71.38,77.0,81.33,78.5,0.33,0.0
11,DG-DMS,intermediate->expert,6,82.63,85.82,88.54,85.73,83.43,87.39,0.33,0.25
11,DG-DMS,naive->expert,6,88.47,81.41,71.55,77.87,68.32,85.19,0.33,0.11
11,DG-DLS,naive->intermediate,5,85.87,61.59,46.88,86.4,76.55,78.68,0.0,0.33
11,DG-DLS,intermediate->expert,5,70.05,32.66,56.88,85.67,84.12,78.38,0.33,1.0
11,DG-DLS,naive->expert,5,80.07,75.08,73.78,89.09,34.36,86.09,0.33,0.33
11,DG-ACC,naive->intermediate,6,18.57,81.26,59.55,81.6,61.1,89.98,0.33,0.13
11,DG-ACC,intermediate->expert,6,40.0,60.05,55.54,73.71,59.54,88.1,0.33,0.36
11,DG-ACC,naive->expert,6,26.89,71.2,38.84,65.85,34.81,89.58,0.33,0.1
11,DG-V1,naive->intermediate,6,57.04,80.98,57.38,54.83,62.45,80.33,0.33,0.31
11,DG-V1,intermediate->expert,6,25.65,67.72,49.38,68.03,62.46,80.69,0.33,0.13
11,DG-V1,naive->expert,6,56.34,82.47,50.77,48.72,72.01,83.72,0.33,0.1
11,DG-CA1,naive->intermediate,6,34.18,28.52,66.03,72.86,71.63,81.98,0.33,0.27
11,DG-CA1,intermediate->expert,6,32.93,21.15,44.55,44.4,77.46,55.54,0.33,0.56
11,DG-CA1,naive->expert,6,31.24,38.14,32.65,42.24,85.22,79.21,0.33,0.27
13,DMS-DLS,naive->intermediate,6,55.77,60.42,53.81,51.73,80.4,86.11,0.33,0.0
13,DMS-DLS,intermediate->expert,6,68.39,85.24,57.91,42.38,89.12,84.01,1.0,0.33
13,DMS-DLS,naive->expert,6,72.42,61.65,69.99,76.85,72.67,73.96,0.33,0.33
13,DMS-ACC,naive->intermediate,7,72.41,42.85,42.08,50.94,74.01,59.54,1.0,1.0
13,DMS-ACC,intermediate->expert,7,73.7,53.79,43.01,63.0,87.08,82.76,0.33,1.0
13,DMS-ACC,naive->expert,7,85.23,39.34,44.13,71.72,85.81,49.51,0.33,1.0
13,DLS-ACC,naive->intermediate,6,47.01,59.74,81.8,67.89,66.85,88.07,0.0,0.33
13,DLS-ACC,intermediate->expert,6,63.85,77.14,50.25,69.09,73.82,62.6,0.33,0.33
13,DLS-ACC,naive->expert,6,57.22,89.72,58.19,78.93,82.4,72.11,0.33,1.0
13,V1-DMS,naive->intermediate,8,85.46,88.68,70.53,74.98,87.26,82.25,0.45,1.0
13,V1-DMS,intermediate->expert,8,82.93,47.57,70.05,56.29,81.36,71.03,0.33,0.33
13,V1-DMS,naive->expert,8,72.36,78.89,81.0,55.74,78.74,52.28,0.33,0.33
13,V1-DLS,naive->intermediate,6,76.76,59.3,72.73,49.39,87.18,53.7,0.39,0.0
13,V1-DLS,intermediate->expert,6,82.58,54.11,55.87,30.78,82.98,73.21,0.33,0.33
13,V1-DLS,naive->expert,6,53.95,42.59,64.13,42.09,81.96,80.51,0.45,0.33
13,V1-ACC,naive->intermediate,7,60.63,24.52,59.59,18.19,87.97,78.69,0.39,1.0
13,V1-ACC,intermediate->expert,7,59.05,21.32,69.49,49.49,83.15,86.11,0.33,1.0
13,V1-ACC,naive->expert,7,74.96,19.19,68.06,52.21,83.08,69.74,0.28,1.0
13,CA1-DMS,naive->intermediate,8,64.2,41.75,67.93,68.9,76.21,67.4,0.5,1.0
13,CA1-DMS,intermediate->expert,8,37.23,69.42,52.95,75.54,85.64,81.13,0.33,0.33
13,CA1-DMS,naive->expert,8,65.94,88.14,54.04,59.62,86.57,63.39,0.2,0.33
13,CA1-DLS,naive->intermediate,6,76.27,70.8,71.63,69.47,78.05,85.05,0.33,0.0
13,CA1-DLS,intermediate->expert,6,89.54,89.5,65.41,57.98,82.74,70.77,0.33,0.33
13,CA1-DLS,naive->expert,6,88.57,62.4,81.31,62.75,80.68,64.33,0.2,0.33
13,CA1-ACC,naive->intermediate,7,62.48,75.47,64.38,55.89,60.99,46.92,0.71,1.0
13,CA1-ACC,intermediate->expert,7,44.89,42.7,58.2,46.95,82.85,58.99,0.5,1.0
13,CA1-ACC,naive->expert,7,49.64,40.35,51.27,68.2,87.36,75.48,0.33,1.0
13,CA1-V1,naive->intermediate,20,23.12,24.77,28.32,30.16,78.95,79.68,0.2,0.45
13,CA1-V1,intermediate->expert,20,19.99,22.33,25.4,20.8,85.29,80.74,0.5,0.52
13,CA1-V1,naive->expert,20,31.26,27.08,34.21,28.43,73.65,73.52,0.2,0.45
14,DMS-DLS,naive->intermediate,20,67.31,86.02,74.57,62.14,86.89,83.77,0.14,0.27
14,DMS-DLS,intermediate->expert,20,84.07,60.81,77.51,59.22,89.52,75.57,0.33,0.17
14,DMS-DLS,naive->expert,20,81.11,73.42,72.38,83.84,84.69,87.26,0.07,0.17
14,DMS-ACC,naive->intermediate,20,18.08,76.78,57.91,76.58,82.59,85.86,0.14,0.33
14,DMS-ACC,intermediate->expert,20,35.45,36.54,86.36,76.63,86.86,80.32,0.23,0.09
14,DMS-ACC,naive->expert,20,32.3,73.24,59.95,89.86,87.69,83.84,0.14,0.09
14,DLS-ACC,naive->intermediate,20,81.74,62.87,85.2,87.84,78.85,83.74,0.17,0.33
14,DLS-ACC,intermediate->expert,20,87.59,85.17,87.19,83.57,89.18,81.96,0.27,0.09
14,DLS-ACC,naive->expert,20,89.81,82.55,85.21,83.88,89.97,83.5,0.08,0.09
