animal,pair,epoch,dim,peak_cc,sig,ifi,lag
1,DMS-DLS,naive,1,0.1154,0,0.0889,10
1,DMS-DLS,naive,2,0.017,0,0.0325,10
1,DMS-DLS,naive,3,0.0174,0,0.0549,10
1,DMS-DLS,naive,4,0.0287,0,0.0896,6
1,DMS-DLS,naive,5,-0.0322,0,0.0991,10
1,DMS-DLS,naive,6,-0.0002,0,0.078,9
1,DMS-DLS,naive,7,0.0031,0,0.0525,7
1,DMS-DLS,naive,8,-0.0041,0,0.0641,7
1,DMS-DLS,naive,9,0.0126,0,0.058,9
1,DMS-DLS,naive,10,0.0022,0,0.0834,9
1,DMS-DLS,naive,11,0.0267,0,0.0987,9
1,DMS-DLS,naive,12,-0.0224,0,0.0713,8
1,DMS-DLS,naive,13,-0.0184,0,0.055,8
1,DMS-DLS,naive,14,0.0172,0,0.0831,10
1,DMS-DLS,naive,15,0.0,0,0.1116,7
1,DMS-DLS,naive,16,-0.0051,0,0.1074,10
1,DMS-DLS,naive,17,-0.0159,0,0.0898,8
1,DMS-DLS,naive,18,-0.0179,0,0.0466,10
1,DMS-DLS,naive,19,0.0117,0,0.0621,10
1,DMS-DLS,naive,20,-0.0172,0,0.1737,10
1,DMS-DLS,intermediate,1,0.1147,0,0.0208,9
1,DMS-DLS,intermediate,2,0.0409,0,0.0784,9
1,DMS-DLS,intermediate,3,0.043,0,0.0477,5
1,DMS-DLS,intermediate,4,0.0551,0,0.048,6
1,DMS-DLS,intermediate,5,0.047,0,0.0299,8
1,DMS-DLS,intermediate,6,-0.0126,0,0.0388,8
1,DMS-DLS,intermediate,7,-0.0144,0,0.0288,8
1,DMS-DLS,intermediate,8,0.021,0,0.0468,8
1,DMS-DLS,intermediate,9,0.0021,0,0.0433,8
1,DMS-DLS,intermediate,10,0.0227,0,0.0396,8
1,DMS-DLS,intermediate,11,0.0135,0,0.0471,8
1,DMS-DLS,intermediate,12,0.0027,0,0.0496,8
1,DMS-DLS,intermediate,13,0.0009,0,0.0262,-1
1,DMS-DLS,intermediate,14,0.0204,0,-0.0042,0
1,DMS-DLS,intermediate,15,0.0207,0,0.0186,8
1,DMS-DLS,intermediate,16,0.0156,0,0.0647,0
1,DMS-DLS,intermediate,17,0.0018,0,0.1056,9
1,DMS-DLS,intermediate,18,0.0047,0,0.108,0
1,DMS-DLS,intermediate,19,-0.0034,0,0.0395,9
1,DMS-DLS,intermediate,20,-0.0005,0,-0.1314,7
1,DMS-DLS,expert,1,0.0782,0,-0.0136,-3
1,DMS-DLS,expert,2,0.1298,0,-0.0301,0
1,DMS-DLS,expert,3,0.0958,0,0.0226,0
1,DMS-DLS,expert,4,0.0163,0,0.0201,9
1,DMS-DLS,expert,5,0.0697,0,0.0332,0
1,DMS-DLS,expert,6,0.0118,0,0.0095,0
1,DMS-DLS,expert,7,0.061,0,0.0149,-2
1,DMS-DLS,expert,8,0.0428,0,0.0075,0
1,DMS-DLS,expert,9,0.003,0,-0.0011,0
1,DMS-DLS,expert,10,0.0089,0,0.0206,9
1,DMS-DLS,expert,11,0.0282,0,0.0192,0
1,DMS-DLS,expert,12,0.0037,0,0.012,-1
1,DMS-DLS,expert,13,-0.0078,0,-0.0062,0
1,DMS-DLS,expert,14,0.0211,0,-0.0141,0
1,DMS-DLS,expert,15,0.014,0,-0.0958,0
1,DMS-DLS,expert,16,0.002,0,-0.0952,0
1,DMS-DLS,expert,17,0.0143,0,-0.0391,-6
1,DMS-DLS,expert,18,0.0116,0,-0.0451,0
1,DMS-DLS,expert,19,0.0028,0,-0.1849,-6
1,DMS-DLS,expert,20,0.0422,0,-0.3994,-6
1,DMS-ACC,naive,1,0.4202,1,0.0999,0
1,DMS-ACC,naive,2,0.2185,1,0.1422,4
1,DMS-ACC,naive,3,0.0084,0,0.0366,6
1,DMS-ACC,naive,4,0.0264,0,0.0501,-1
1,DMS-ACC,naive,5,0.0023,0,0.0532,5
1,DMS-ACC,naive,6,-0.0067,0,0.0347,-1
1,DMS-ACC,naive,7,0.012,0,0.0185,-2
1,DMS-ACC,naive,8,0.0075,0,0.019,-2
1,DMS-ACC,naive,9,0.0053,0,0.0283,9
1,DMS-ACC,naive,10,0.0012,0,0.0441,6
1,DMS-ACC,naive,11,-0.0047,0,0.0472,6
1,DMS-ACC,naive,12,0.0071,0,0.0182,-2
1,DMS-ACC,naive,13,0.0033,0,0.029,-2
1,DMS-ACC,naive,14,0.0194,0,0.0289,-2
1,DMS-ACC,naive,15,0.0263,0,0.0319,10
1,DMS-ACC,naive,16,0.0034,0,0.0743,-3
1,DMS-ACC,naive,17,-0.0109,0,0.0905,6
1,DMS-ACC,naive,18,-0.0295,0,0.0406,5
1,DMS-ACC,naive,19,-0.0072,0,0.1028,1
1,DMS-ACC,naive,20,-0.0036,0,-0.0356,-2
1,DMS-ACC,intermediate,1,0.3349,1,0.0431,0
1,DMS-ACC,intermediate,2,0.0812,0,0.0215,-8
1,DMS-ACC,intermediate,3,0.0511,0,0.0193,8
