animal,pair,transition,k_eff,rot_x_cc1,rot_y_cc1,floor_x_cc1,floor_y_cc1,rot_x_top3,rot_y_top3,jaccard_x,jaccard_y
4,DMS-ACC,naive->intermediate,16,89.74,89.77,78.47,85.0,89.48,84.94,0.14,0.17
4,DMS-ACC,intermediate->expert,16,59.39,69.07,79.87,86.75,88.78,85.45,0.33,0.4
4,DMS-ACC,naive->expert,16,88.2,78.79,86.34,86.9,81.56,86.96,0.33,0.17
4,DLS-ACC,naive->intermediate,20,73.72,64.72,51.02,45.85,83.99,87.74,0.05,0.27
4,DLS-ACC,intermediate->expert,20,36.63,35.98,67.18,68.43,87.84,79.37,0.24,0.33
4,DLS-ACC,naive->expert,20,81.49,73.1,70.36,67.22,87.3,84.33,0.02,0.17
5,DMS-DLS,naive->intermediate,20,68.59,77.28,74.79,79.55,87.41,89.39,0.12,0.18
5,DMS-DLS,intermediate->expert,20,50.14,46.91,65.55,59.74,86.53,85.32,0.27,0.35
5,DMS-DLS,naive->expert,20,78.89,82.02,64.92,66.31,84.89,88.91,0.12,0.14
5,DMS-ACC,naive->intermediate,20,89.57,86.5,67.04,75.74,89.72,89.3,0.12,0.14
5,DMS-ACC,intermediate->expert,20,83.43,87.21,68.36,69.15,74.5,85.46,0.22,0.21
5,DMS-ACC,naive->expert,20,71.6,86.02,63.71,60.28,87.38,83.42,0.17,0.11
5,DLS-ACC,naive->intermediate,20,78.53,86.93,59.95,72.25,88.15,87.34,0.18,0.14
5,DLS-ACC,intermediate->expert,20,42.35,61.87,37.27,51.13,89.25,89.9,0.33,0.24
5,DLS-ACC,naive->expert,20,77.74,79.91,61.2,55.0,88.81,89.76,0.13,0.13
6,DMS-ACC,naive->intermediate,5,59.87,63.88,34.01,26.43,67.13,55.67,0.0,0.33
6,DMS-ACC,intermediate->expert,5,28.43,68.97,57.17,30.97,61.06,79.12,1.0,0.33
6,DMS-ACC,naive->expert,5,65.65,49.86,43.08,29.14,61.56,82.78,0.0,0.33
7,DMS-ACC,naive->intermediate,13,44.09,45.73,37.24,38.91,82.28,89.87,1.0,0.19
7,DMS-ACC,intermediate->expert,13,48.18,53.83,50.34,54.41,70.9,87.25,0.14,0.28
7,DMS-ACC,naive->expert,13,29.89,62.38,44.14,52.27,74.95,89.57,0.14,0.0
9,DMS-ACC,naive->intermediate,20,72.05,73.38,67.4,71.97,85.33,84.71,0.17,0.2
9,DMS-ACC,intermediate->expert,20,78.52,88.09,79.15,72.13,78.63,87.63,0.08,0.5
9,DMS-ACC,naive->expert,20,68.95,80.11,75.04,71.75,85.19,85.66,0.0,0.2
9,V1-DMS,naive->intermediate,20,82.19,82.82,82.57,87.14,89.36,85.59,0.33,0.17
9,V1-DMS,intermediate->expert,20,88.73,80.27,84.51,76.83,89.58,89.99,0.09,0.08
9,V1-DMS,naive->expert,20,82.75,87.47,84.61,75.63,85.13,87.59,0.0,0.0
9,V1-ACC,naive->intermediate,20,47.38,88.45,62.54,73.71,76.14,80.45,0.33,0.29
9,V1-ACC,intermediate->expert,20,68.74,67.48,81.62,85.5,73.51,87.08,0.09,0.5
9,V1-ACC,naive->expert,20,89.82,51.36,69.36,69.86,78.22,80.24,0.0,0.2
10,DMS-DLS,naive->intermediate,20,22.75,39.3,72.91,51.56,78.21,45.56,0.43,0.11
10,DMS-DLS,intermediate->expert,20,65.35,24.54,77.97,55.34,30.46,65.66,0.67,0.43
10,DMS-DLS,naive->expert,20,76.3,47.96,83.85,50.35,56.0,80.38,0.43,0.11
10,DMS-ACC,naive->intermediate,16,88.59,37.52,27.49,0.37,89.63,43.41,0.25,0.14
10,DMS-ACC,intermediate->expert,16,88.24,81.21,23.46,28.73,89.09,56.29,0.25,0.33
10,DMS-ACC,naive->expert,16,62.25,82.41,50.94,29.1,65.42,72.74,0.43,0.0
10,DLS-ACC,naive->intermediate,16,87.14,88.99,68.78,20.74,87.98,89.29,0.11,0.0
10,DLS-ACC,intermediate->expert,16,87.01,88.68,44.66,20.4,87.72,88.15,0.43,0.33
10,DLS-ACC,naive->expert,16,88.15,52.49,24.12,0.34,87.71,89.38,0.11,0.14
10,V1-DMS,naive->intermediate,7,63.9,76.46,67.81,47.74,88.89,75.16,0.33,0.43
10,V1-DMS,intermediate->expert,7,53.4,63.13,43.55,59.4,81.44,85.52,1.0,0.43
10,V1-DMS,naive->expert,7,78.22,88.07,52.43,48.17,61.23,86.52,0.33,0.25
10,V1-DLS,naive->intermediate,7,63.71,70.55,51.83,79.53,80.02,88.18,0.33,0.11
10,V1-DLS,intermediate->expert,7,61.93,84.61,54.68,86.0,70.38,77.42,1.0,0.67
10,V1-DLS,naive->expert,7,57.97,61.26,86.96,82.71,78.36,85.85,0.33,0.11
10,V1-ACC,naive->intermediate,7,69.06,88.71,48.51,31.72,74.49,87.67,0.33,0.0
10,V1-ACC,intermediate->expert,7,61.85,73.41,71.76,63.4,54.82,78.48,1.0,0.33
10,V1-ACC,naive->expert,7,83.23,85.06,66.38,32.41,79.75,84.41,0.33,0.0
11,DMS-DLS,naive->intermediate,5,76.69,88.25,74.3,60.68,87.17,87.18,0.11,0.33
11,DMS-DLS,intermediate->expert,5,86.72,73.18,86.09,78.88,83.93,82.63,0.25,1.0
11,DMS-DLS,naive->expert,5,88.51,25.02,75.99,65.24,89.68,61.85,0.25,0.33
11,DMS-ACC,naive->intermediate,20,84.93,81.28,67.7,86.21,81.57,86.45,0.11,0.13
11,DMS-ACC,intermediate->expert,20,31.64,88.29,59.05,72.49,86.99,87.27,0.43,0.36
11,DMS-ACC,naive->expert,20,87.1,87.06,79.52,75.4,89.06,87.14,0.11,0.13
11,DLS-ACC,naive->intermediate,5,62.6,89.54,50.16,67.34,84.41,89.22,0.33,0.1
11,DLS-ACC,intermediate->expert,5,83.64,89.3,49.68,73.78,87.24,86.23,1.0,0.31
11,DLS-ACC,naive->expert,5,79.26,86.1,83.33,82.8,89.83,89.56,0.33,0.1
11,V1-DMS,naive->intermediate,20,83.98,83.09,63.83,78.87,82.76,85.78,0.21,0.11
11,V1-DMS,intermediate->expert,20,79.76,81.18,77.17,73.52,88.76,81.78,0.36,0.43
11,V1-DMS,naive->expert,20,76.33,60.87,66.74,69.06,88.45,80.4,0.1,0.11
11,V1-DLS,naive->intermediate,5,77.5,40.17,87.09,78.61,83.9,53.74,0.17,0.33
11,V1-DLS,intermediate->expert,5,86.62,31.96,85.62,61.25,88.44,34.08,0.21,1.0
11,V1-DLS,naive->expert,5,86.21,46.5,83.79,65.14,88.17,46.47,0.1,0.33
11,V1-ACC,naive->intermediate,20,87.3,88.98,55.6,68.86,87.83,87.67,0.21,0.1
11,V1-ACC,intermediate->expert,20,63.37,84.38,66.79,78.52,89.69,88.01,0.36,0.36
11,V1-ACC,naive->expert,20,87.46,88.93,73.11,78.71,89.83,89.38,0.1,0.1
11,CA1-DMS,naive->intermediate,20,70.92,88.25,73.04,77.55,83.74,88.27,0.17,0.11
11,CA1-DMS,intermediate->expert,20,62.04,76.29,84.53,74.37,85.47,85.88,0.17,0.43
11,CA1-DMS,naive->expert,20,85.04,85.97,75.92,76.88,85.06,85.87,0.17,0.11
11,CA1-DLS,naive->intermediate,5,85.72,67.78,86.91,86.36,89.67,52.32,0.17,0.33
11,CA1-DLS,intermediate->expert,5,29.13,16.44,81.43,72.23,80.47,64.6,0.27,1.0
11,CA1-DLS,naive->expert,5,85.88,64.74,78.71,73.51,84.17,89.1,0.4,0.33
11,CA1-ACC,naive->intermediate,20,78.17,88.2,83.0,65.7,88.92,89.83,0.17,0.1
11,CA1-ACC,intermediate->expert,20,76.65,77.05,83.45,74.43,87.76,89.34,0.17,0.36
11,CA1-ACC,naive->expert,20,83.73,88.17,85.95,79.46,83.92,89.54,0.17,0.1
11,CA1-V1,naive->intermediate,20,81.06,89.57,71.75,72.42,81.08,81.31,0.08,0.21
11,CA1-V1,intermediate->expert,20,22.01,78.93,61.66,80.26,81.88,79.35,0.17,0.36
11,CA1-V1,naive->expert,20,78.2,88.63,49.19,63.7,86.17,84.92,0.17,0.1
11,DG-DMS,naive->intermediate,6,77.07,85.52,70.92,72.27,85.48,89.56,0.0,0.11
11,DG-DMS,intermediate->expert,6,79.77,88.94,76.03,82.28,80.5,88.52,0.33,0.25
11,DG-DMS,naive->expert,6,88.03,78.78,83.34,74.34,72.29,87.52,0.0,0.11
11,DG-DLS,naive->intermediate,5,84.52,63.22,62.06,68.16,87.65,85.87,0.0,0.33
11,DG-DLS,intermediate->expert,5,86.15,43.58,57.76,35.43,86.02,59.82,0.33,1.0
11,DG-DLS,naive->expert,5,63.44,89.51,67.8,35.59,74.07,85.01,0.0,0.33
11,DG-ACC,naive->intermediate,6,40.88,79.21,61.48,82.04,80.55,89.98,0.0,0.06
11,DG-ACC,intermediate->expert,6,47.33,68.93,68.76,80.73,74.9,73.02,0.33,0.42
11,DG-ACC,naive->expert,6,35.89,85.29,49.46,84.41,85.56,89.4,0.0,0.06
11,DG-V1,naive->intermediate,6,55.95,85.46,54.4,59.64,86.66,87.94,0.0,0.26
11,DG-V1,intermediate->expert,6,53.51,81.79,65.36,85.83,77.44,87.82,0.33,0.21
11,DG-V1,naive->expert,6,58.15,79.32,71.22,59.04,66.34,85.96,0.0,0.1
11,DG-CA1,naive->intermediate,6,38.77,21.42,72.06,78.38,42.46,63.79,0.0,0.27
11,DG-CA1,intermediate->expert,6,41.81,18.47,55.96,58.3,80.15,60.72,1.0,0.4
11,DG-CA1,naive->expert,6,27.2,27.5,48.4,52.89,73.38,67.16,0.0,0.27
13,DMS-DLS,naive->intermediate,6,84.52,84.38,85.17,76.19,76.16,62.18,0.33,0.33
13,DMS-DLS,intermediate->expert,6,89.99,86.09,41.92,44.96,89.99,86.74,0.33,0.33
13,DMS-DLS,naive->expert,6,89.99,86.46,43.35,54.4,89.98,78.72,0.0,0.33
13,DMS-ACC,naive->intermediate,7,83.4,46.82,75.13,66.58,75.36,87.64,1.0,1.0
13,DMS-ACC,intermediate->expert,7,89.84,76.28,37.53,48.51,89.84,87.3,0.0,1.0
13,DMS-ACC,naive->expert,7,89.57,60.21,38.64,40.84,89.65,73.77,0.0,1.0
13,DLS-ACC,naive->intermediate,6,86.39,52.39,68.12,77.49,75.51,75.74,0.33,0.33
13,DLS-ACC,intermediate->expert,6,49.14,72.28,72.22,67.97,70.74,62.88,0.33,1.0
13,DLS-ACC,naive->expert,6,67.12,70.47,68.91,71.18,53.32,85.16,0.33,0.33
13,V1-DMS,naive->intermediate,8,81.42,68.58,73.14,81.84,82.14,75.1,0.52,1.0
13,V1-DMS,intermediate->expert,8,64.51,89.81,68.41,42.85,78.94,89.89,0.33,0.33
13,V1-DMS,naive->expert,8,80.57,89.89,71.59,41.03,88.39,89.8,0.33,0.33
13,V1-DLS,naive->intermediate,6,65.42,55.26,77.59,65.18,83.69,89.34,0.39,0.33
13,V1-DLS,intermediate->expert,6,80.41,72.72,65.94,75.76,87.25,57.17,0.33,0.33
13,V1-DLS,naive->expert,6,63.21,66.37,69.66,71.67,89.71,86.55,0.39,0.33
13,V1-ACC,naive->intermediate,7,69.42,29.22,70.48,33.19,88.82,63.85,0.52,1.0
13,V1-ACC,intermediate->expert,7,66.22,33.97,66.51,42.97,86.86,76.94,0.33,1.0
13,V1-ACC,naive->expert,7,71.49,48.52,76.27,57.79,88.12,68.54,0.33,1.0
13,CA1-DMS,naive->intermediate,8,60.75,57.55,79.23,34.91,75.92,73.28,0.2,1.0
13,CA1-DMS,intermediate->expert,8,79.01,89.84,55.0,11.28,86.29,89.64,0.09,0.33
13,CA1-DMS,naive->expert,8,84.96,89.61,61.54,25.32,80.19,89.78,0.09,0.33
13,CA1-DLS,naive->intermediate,6,78.2,57.52,73.04,51.58,89.25,59.21,0.33,0.33
13,CA1-DLS,intermediate->expert,6,85.17,86.54,77.41,15.41,80.66,84.03,0.09,0.33
13,CA1-DLS,naive->expert,6,70.01,89.72,85.29,51.18,88.78,87.96,0.2,0.33
13,CA1-ACC,naive->intermediate,7,62.54,54.63,54.31,48.41,81.49,61.35,0.33,1.0
13,CA1-ACC,intermediate->expert,7,46.44,30.54,54.23,50.35,89.35,40.14,0.5,1.0
13,CA1-ACC,naive->expert,7,42.79,40.69,40.89,52.08,82.09,55.5,0.33,1.0
13,CA1-V1,naive->intermediate,20,22.71,21.98,26.47,26.78,77.3,74.09,0.2,0.45
13,CA1-V1,intermediate->expert,20,17.61,24.51,23.69,19.41,69.19,89.65,0.5,0.6
13,CA1-V1,naive->expert,20,32.18,29.64,32.02,26.63,71.83,72.21,0.09,0.39
14,DMS-DLS,naive->intermediate,20,74.02,87.44,72.7,66.46,75.52,82.93,0.07,0.27
14,DMS-DLS,intermediate->expert,20,78.9,56.1,80.14,64.3,89.12,84.22,0.45,0.17
14,DMS-DLS,naive->expert,20,80.95,73.17,67.6,77.55,86.07,87.73,0.0,0.17
14,DMS-ACC,naive->intermediate,20,44.79,75.87,67.01,84.63,86.76,89.17,0.07,0.33
14,DMS-ACC,intermediate->expert,20,62.44,50.99,82.35,79.19,86.24,85.71,0.45,0.09
14,DMS-ACC,naive->expert,20,28.61,77.41,63.94,74.13,89.04,85.91,0.07,0.09
14,DLS-ACC,naive->intermediate,20,61.64,75.48,82.7,89.8,88.03,84.7,0.27,0.33
14,DLS-ACC,intermediate->expert,20,88.62,75.93,82.23,89.17,88.69,78.74,0.17,0.09
14,DLS-ACC,naive->expert,20,88.85,89.09,87.93,89.3,88.58,89.65,0.17,0.09
