bh_change,bh_exist,config,ifi_delta_median,ifi_pooled_median,n_change,n_exist,p_change,p_exist,pair,window_bins,window_ms
0,0,b10/fsincl/partial,-0.0431,0.0049,8,8,0.5469,0.4609,DLS-ACC,12,120
0,0,b10/fsincl/partial,-0.0561,0.0143,8,8,0.3828,0.25,DLS-ACC,13,130
0,0,b10/fsincl/partial,-0.054,0.0068,8,8,0.3828,0.25,DLS-ACC,14,140
0,0,b10/fsincl/partial,-0.0574,0.0054,8,8,0.4609,0.1484,DLS-ACC,15,150
0,0,b10/fsincl/partial,-0.0588,0.0124,8,8,0.3828,0.0781,DLS-ACC,16,160
0,0,b10/fsincl/partial,-0.0563,0.0185,8,8,0.3125,0.1094,DLS-ACC,17,170
0,0,b10/fsincl/partial,-0.0645,0.0195,8,8,0.25,0.1094,DLS-ACC,18,180
0,0,b10/fsincl/partial,-0.0623,0.0212,8,8,0.25,0.0781,DLS-ACC,19,190
0,0,b10/fsincl/partial,-0.0574,0.022,8,8,0.25,0.0781,DLS-ACC,20,200
0,0,b10/fsincl/partial,-0.0578,0.0231,8,8,0.25,0.0781,DLS-ACC,21,210
0,0,b10/fsincl/partial,-0.0658,0.0218,8,8,0.25,0.0781,DLS-ACC,22,220
0,0,b10/fsincl/partial,-0.0555,0.0213,8,8,0.25,0.0547,DLS-ACC,23,230
0,0,b10/fsincl/partial,-0.0597,0.0211,8,8,0.25,0.0234,DLS-ACC,24,240
0,0,b10/fsincl/partial,-0.0628,0.0181,8,8,0.3125,0.0391,DLS-ACC,25,250
0,0,b10/fsincl/plain,-0.0007,0.003,8,8,0.7422,0.7422,DMS-DLS,1,10
0,0,b10/fsincl/plain,-0.0146,0.0021,8,8,0.4609,0.8438,DMS-DLS,2,20
0,0,b10/fsincl/plain,-0.0056,0.0069,8,8,0.3828,0.3125,DMS-DLS,3,30
0,0,b10/fsincl/plain,0.0141,-0.0,8,8,0.25,0.6406,DMS-DLS,4,40
0,0,b10/fsincl/plain,0.0114,0.0008,8,8,0.3828,0.4609,DMS-DLS,5,50
0,0,b10/fsincl/plain,0.0109,0.0007,8,8,0.25,0.5469,DMS-DLS,6,60
0,0,b10/fsincl/plain,0.0112,0.0038,8,8,0.3125,0.3828,DMS-DLS,7,70
0,0,b10/fsincl/plain,0.0212,0.0066,8,8,0.25,0.3828,DMS-DLS,8,80
0,0,b10/fsincl/plain,0.0233,0.0059,8,8,0.3125,0.1484,DMS-DLS,9,90
0,0,b10/fsincl/plain,0.0123,0.0036,8,8,0.4609,0.5469,DMS-DLS,10,100
0,0,b10/fsincl/plain,0.0156,0.0095,8,8,0.4609,0.6406,DMS-DLS,11,110
0,0,b10/fsincl/plain,0.0149,0.0096,8,8,0.5469,0.5469,DMS-DLS,12,120
0,0,b10/fsincl/plain,0.0116,0.0082,8,8,0.6406,0.5469,DMS-DLS,13,130
0,0,b10/fsincl/plain,0.0098,0.007,8,8,0.7422,0.5469,DMS-DLS,14,140
0,0,b10/fsincl/plain,0.011,0.008,8,8,0.5469,0.6406,DMS-DLS,15,150
0,0,b10/fsincl/plain,0.011,0.0113,8,8,0.3828,0.6406,DMS-DLS,16,160
0,0,b10/fsincl/plain,0.0097,0.0117,8,8,0.3828,0.6406,DMS-DLS,17,170
0,0,b10/fsincl/plain,0.0111,0.0121,8,8,0.5469,0.5469,DMS-DLS,18,180
0,0,b10/fsincl/plain,0.008,0.0062,8,8,0.6406,0.6406,DMS-DLS,19,190
0,0,b10/fsincl/plain,0.0069,0.0081,8,8,0.4609,0.8438,DMS-DLS,20,200
0,0,b10/fsincl/plain,0.0127,0.0093,8,8,0.6406,0.7422,DMS-DLS,21,210
0,0,b10/fsincl/plain,0.0197,0.0105,8,8,0.5469,0.7422,DMS-DLS,22,220
0,0,b10/fsincl/plain,0.0271,0.0112,8,8,0.4609,0.9453,DMS-DLS,23,230
0,0,b10/fsincl/plain,0.0273,0.0126,8,8,0.6406,0.9453,DMS-DLS,24,240
0,0,b10/fsincl/plain,0.0266,0.0135,8,8,0.7422,0.8438,DMS-DLS,25,250
0,0,b10/fsincl/plain,0.0072,-0.002,11,11,0.6377,0.4648,DMS-ACC,1,10
0,0,b10/fsincl/plain,0.0057,0.0002,11,11,0.7646,0.8984,DMS-ACC,2,20
0,0,b10/fsincl/plain,-0.0059,0.0031,11,11,0.5771,0.9658,DMS-ACC,3,30
0,0,b10/fsincl/plain,0.0014,0.0111,11,11,0.7646,0.7002,DMS-ACC,4,40
0,0,b10/fsincl/plain,0.0035,0.0158,11,11,0.8311,0.7646,DMS-ACC,5,50
0,0,b10/fsincl/plain,-0.0015,0.0191,11,11,0.8984,0.7002,DMS-ACC,6,60
0,0,b10/fsincl/plain,0.0047,0.0201,11,11,0.8311,0.5771,DMS-ACC,7,70
0,0,b10/fsincl/plain,0.0102,0.019,11,11,0.9658,0.5771,DMS-ACC,8,80
0,0,b10/fsincl/plain,0.0139,0.0067,11,11,1.0,0.5195,DMS-ACC,9,90
0,0,b10/fsincl/plain,0.015,0.0156,11,11,0.8984,0.2783,DMS-ACC,10,100
0,0,b10/fsincl/plain,0.0124,0.0182,11,11,0.7646,0.2402,DMS-ACC,11,110
0,0,b10/fsincl/plain,0.0128,0.016,11,11,0.9658,0.2402,DMS-ACC,12,120
0,0,b10/fsincl/plain,0.0149,0.0214,11,11,1.0,0.2402,DMS-ACC,13,130
0,0,b10/fsincl/plain,0.0172,0.0254,11,11,0.9658,0.2402,DMS-ACC,14,140
0,0,b10/fsincl/plain,0.0171,0.016,11,11,0.9658,0.3652,DMS-ACC,15,150
0,0,b10/fsincl/plain,0.0165,0.014,11,11,0.9658,0.3652,DMS-ACC,16,160
0,0,b10/fsincl/plain,0.0174,0.0102,11,11,1.0,0.3652,DMS-ACC,17,170
0,0,b10/fsincl/plain,0.0167,0.0186,11,11,0.9658,0.3652,DMS-ACC,18,180
0,0,b10/fsincl/plain,0.0018,0.0207,11,11,0.7002,0.3203,DMS-ACC,19,190
0,0,b10/fsincl/plain,0.0029,0.0191,11,11,0.7646,0.3203,DMS-ACC,20,200
0,0,b10/fsincl/plain,0.0084,0.0199,11,11,0.7646,0.3652,DMS-ACC,21,210
0,0,b10/fsincl/plain,0.0159,0.0234,11,11,0.7002,0.3652,DMS-ACC,22,220
0,0,b10/fsincl/plain,0.0084,0.0268,11,11,0.7002,0.3203,DMS-ACC,23,230
0,0,b10/fsincl/plain,0.0091,0.0276,11,11,0.6377,0.3203,DMS-ACC,24,240
0,0,b10/fsincl/plain,0.0069,0.0272,11,11,0.5771,0.3652,DMS-ACC,25,250
0,0,b10/fsincl/plain,-0.038,-0.0025,8,8,0.1953,0.6406,DLS-ACC,1,10
0,0,b10/fsincl/plain,-0.0117,-0.0108,8,8,0.3828,0.3125,DLS-ACC,2,20
0,0,b10/fsincl/plain,-0.0062,0.007,8,8,0.1484,0.7422,DLS-ACC,3,30
0,0,b10/fsincl/plain,-0.0046,0.0042,8,8,0.5469,0.8438,DLS-ACC,4,40
0,0,b10/fsincl/plain,-0.0081,-0.0013,8,8,0.4609,0.5469,DLS-ACC,5,50
0,0,b10/fsincl/plain,-0.0023,-0.0013,8,8,0.5469,0.4609,DLS-ACC,6,60
0,0,b10/fsincl/plain,0.0063,-0.0013,8,8,0.8438,0.7422,DLS-ACC,7,70
0,0,b10/fsincl/plain,-0.0157,-0.0011,8,8,0.1953,0.9453,DLS-ACC,8,80
0,0,b10/fsincl/plain,-0.0283,0.003,8,8,0.25,0.4609,DLS-ACC,9,90
0,0,b10/fsincl/plain,-0.0274,0.0089,8,8,0.5469,0.1094,DLS-ACC,10,100
0,0,b10/fsincl/plain,-0.0352,0.0118,8,8,0.5469,0.1953,DLS-ACC,11,110
0,0,b10/fsincl/plain,-0.0431,0.0113,8,8,0.5469,0.1094,DLS-ACC,12,120
0,0,b10/fsincl/plain,-0.0526,0.0172,8,8,0.4609,0.0781,DLS-ACC,13,130
0,0,b10/fsincl/plain,-0.0536,0.0095,8,8,0.4609,0.0391,DLS-ACC,14,140
0,0,b10/fsincl/plain,-0.0547,0.0085,8,8,0.5469,0.0391,DLS-ACC,15,150
0,0,b10/fsincl/plain,-0.0647,0.0125,8,8,0.3125,0.0391,DLS-ACC,16,160
0,0,b10/fsincl/plain,-0.0616,0.019,8,8,0.3125,0.0391,DLS-ACC,17,170
0,0,b10/fsincl/plain,-0.0694,0.0206,8,8,0.1953,0.0391,DLS-ACC,18,180
0,0,b10/fsincl/plain,-0.067,0.0216,8,8,0.1484,0.0234,DLS-ACC,19,190
0,1,b10/fsincl/plain,-0.0615,0.0212,8,8,0.1484,0.0078,DLS-ACC,20,200
0,1,b10/fsincl/plain,-0.0617,0.0188,8,8,0.1484,0.0078,DLS-ACC,21,210
0,1,b10/fsincl/plain,-0.069,0.0167,8,8,0.1484,0.0078,DLS-ACC,22,220
0,1,b10/fsincl/plain,-0.0541,0.0151,8,8,0.1484,0.0078,DLS-ACC,23,230
0,1,b10/fsincl/plain,-0.0551,0.0179,8,8,0.1484,0.0078,DLS-ACC,24,240
0,0,b10/fsincl/plain,-0.0579,0.016,8,8,0.1953,0.0234,DLS-ACC,25,250
