animal,role,lp,pair,epoch,n_bins,n_units_x,n_units_y,n_units_z,k_eff,cc1,n_sig,mi_sig,ifi,optimal_lag,gini_x,gini_y,gini_pearson_x,gini_pearson_y,sh_x_cc1,sh_y_cc1
4,learner,53,DMS-ACC,intermediate,3786,16,53,83,16,-0.2693,1,0.0657,0.0382,1,0.7894,0.3846,0.5211,0.6332,77.97,80.61
4,learner,53,DMS-ACC,expert,4054,16,53,83,16,0.1058,2,0.0554,-0.0102,-1,0.472,0.3332,0.4214,0.2756,85.99,89.3
4,learner,53,DLS-ACC,naive,5652,83,53,16,20,0.1083,3,0.1164,0.0392,0,0.5377,0.3988,0.2338,0.2073,61.1,53.56
4,learner,53,DLS-ACC,intermediate,3786,83,53,16,20,0.3107,1,0.0508,-0.0229,-10,0.3942,0.3769,0.2201,0.2292,42.78,52.37
4,learner,53,DLS-ACC,expert,4054,83,53,16,20,0.2889,0,0.0,-0.0312,-9,0.3918,0.3259,0.2063,0.214,51.88,52.76
5,learner,54,DMS-DLS,naive,4340,55,237,175,20,0.4085,1,0.0913,-0.016,0,0.4895,0.5648,0.2048,0.3076,76.0,73.75
5,learner,54,DMS-DLS,intermediate,3837,55,237,175,20,0.7591,3,0.8899,-0.0807,0,0.4735,0.4805,0.2771,0.296,62.96,60.89
5,learner,54,DMS-DLS,expert,3918,55,237,175,20,-0.1452,2,0.1987,-0.0743,0,0.5275,0.5019,0.3368,0.348,48.6,56.63
5,learner,54,DMS-ACC,intermediate,3837,55,175,237,20,0.1956,8,1.0423,0.0083,0,0.4786,0.5053,0.3793,0.3632,76.48,76.16
5,learner,54,DMS-ACC,expert,3918,55,175,237,20,-0.1665,12,3.3705,0.0416,6,0.5289,0.4923,0.239,0.1713,81.32,84.91
5,learner,54,DLS-ACC,naive,4340,237,175,55,20,0.6121,4,0.3744,0.0271,2,0.5722,0.5432,0.2047,0.1425,66.76,74.88
5,learner,54,DLS-ACC,intermediate,3837,237,175,55,20,-0.0234,1,0.2248,-0.0153,0,0.4817,0.4964,0.1831,0.1719,37.41,46.79
5,learner,54,DLS-ACC,expert,3918,237,175,55,20,0.6,4,6.6614,-0.0343,0,0.5024,0.4848,0.2008,0.1557,43.2,41.98
6,learner,36,DMS-ACC,naive,6758,5,5,0,5,0.0221,0,0.0,0.166,8,0.1785,0.5144,0.4189,0.4181,21.74,34.4
6,learner,36,DMS-ACC,intermediate,6689,5,5,0,5,0.0916,0,0.0,-0.1291,-10,0.405,0.145,0.6796,0.615,28.4,18.33
6,learner,36,DMS-ACC,expert,6725,5,5,0,5,0.0435,0,0.0,-0.0575,1,0.3579,0.4574,0.2995,0.2636,86.54,24.45
7,learner,33,DMS-ACC,naive,6651,13,62,0,13,0.2644,1,0.0362,-0.0537,0,0.4379,0.5166,0.271,0.3274,34.99,38.34
7,learner,33,DMS-ACC,intermediate,6624,13,62,0,13,0.1578,1,0.0126,-0.0082,0,0.1611,0.3714,0.2309,0.2555,53.75,57.47
7,learner,33,DMS-ACC,expert,7211,13,62,0,13,0.1101,0,0.0,-0.0185,-2,0.1499,0.3882,0.1324,0.2081,70.48,80.72
9,learner,44,DMS-ACC,naive,3524,28,34,24,20,0.2624,9,0.2247,0.0066,0,0.3941,0.3863,0.2799,0.2227,78.03,66.28
9,learner,44,DMS-ACC,intermediate,3980,28,34,24,20,0.1325,1,0.0237,0.0151,-10,0.3146,0.3229,0.1259,0.1644,80.85,83.33
9,learner,44,DMS-ACC,expert,4297,28,34,24,20,0.4338,5,0.2279,-0.0485,0,0.3327,0.3041,0.2691,0.2546,83.08,76.97
9,learner,44,V1-DMS,naive,3524,24,28,34,20,0.0564,0,0.0,-0.0931,-5,0.1792,0.3919,0.1552,0.2205,88.81,87.81
9,learner,44,V1-DMS,intermediate,3980,24,28,34,20,0.0304,0,0.0,0.1098,8,0.1921,0.325,0.2318,0.2154,83.78,80.76
9,learner,44,V1-DMS,expert,4297,24,28,34,20,0.0396,0,0.0,0.0833,1,0.1928,0.3224,0.2975,0.2938,89.52,52.9
9,learner,44,V1-ACC,naive,3524,24,34,28,20,0.132,0,0.0,-0.003,0,0.1833,0.3916,0.16,0.1618,38.18,51.49
9,learner,44,V1-ACC,intermediate,3980,24,34,28,20,-0.0313,1,0.0328,-0.0571,-3,0.1883,0.321,0.1772,0.1599,82.12,88.37
9,learner,44,V1-ACC,expert,4297,24,34,28,20,-0.1062,1,0.019,-0.0097,-9,0.1906,0.3116,0.1792,0.1459,82.23,77.67
10,learner,67,DMS-DLS,naive,3128,20,20,23,20,0.6667,2,0.3583,-0.0528,0,0.4029,0.169,0.2937,0.4031,40.15,52.88
10,learner,67,DMS-DLS,intermediate,3052,20,20,23,20,0.3427,1,0.2672,0.0319,0,0.4737,0.181,0.361,0.4686,63.4,50.5
10,learner,67,DMS-DLS,expert,3337,20,20,23,20,0.7595,3,0.7794,0.0209,0,0.4744,0.2659,0.3689,0.5104,17.49,59.0
10,learner,67,DMS-ACC,naive,3128,20,16,27,16,0.345,2,0.0985,0.1283,0,0.3604,0.8772,0.2447,0.3267,54.43,0.42
10,learner,67,DMS-ACC,intermediate,3052,20,16,27,16,0.4061,6,0.2456,0.0508,0,0.7949,0.9228,0.3872,0.4445,0.0,0.0
10,learner,67,DMS-ACC,expert,3337,20,16,27,16,0.2853,3,0.1315,-0.05,0,0.4913,0.3793,0.2823,0.3964,38.96,46.27
10,learner,67,DLS-ACC,naive,3128,20,16,27,16,0.2631,1,0.0359,-0.0722,0,0.183,0.875,0.2792,0.272,43.79,0.94
10,learner,67,DLS-ACC,intermediate,3052,20,16,27,16,0.2166,1,0.024,-0.0503,0,0.176,0.2442,0.2635,0.2967,89.39,68.34
10,learner,67,DLS-ACC,expert,3337,20,16,27,16,0.7998,1,0.5103,0.2104,0,0.7907,0.9388,0.4368,0.4899,0.0,0.0
10,learner,67,V1-DMS,naive,3128,7,20,36,7,0.0307,0,0.0,0.0509,4,0.0225,0.3756,0.1174,0.1629,71.58,88.0
10,learner,67,V1-DMS,intermediate,3052,7,20,36,7,-0.366,3,0.232,0.0223,2,0.0848,0.4207,0.1736,0.2482,77.42,47.68
10,learner,67,V1-DMS,expert,3337,7,20,36,7,-0.1059,3,0.0497,0.0541,4,0.1094,0.4548,0.118,0.2534,80.69,76.1
10,learner,67,V1-DLS,naive,3128,7,20,36,7,0.0321,0,0.0,-0.0126,3,0.0224,0.2214,0.1462,0.1121,85.46,61.17
10,learner,67,V1-DLS,intermediate,3052,7,20,36,7,0.0958,3,0.0519,0.0117,0,0.085,0.2423,0.1296,0.2527,18.85,87.41
10,learner,67,V1-DLS,expert,3337,7,20,36,7,0.2411,4,0.0818,0.0218,1,0.1093,0.3107,0.1281,0.2832,75.18,88.04
10,learner,67,V1-ACC,naive,3128,7,16,40,7,0.1265,0,0.0,-0.0177,0,0.0229,0.8931,0.2136,0.2538,43.48,1.05
10,learner,67,V1-ACC,intermediate,3052,7,16,40,7,0.158,2,0.024,-0.0111,-9,0.085,0.2314,0.1609,0.2075,83.37,82.45
10,learner,67,V1-ACC,expert,3337,7,16,40,7,-0.1592,1,0.0195,0.0034,2,0.1104,0.4366,0.1118,0.2797,67.12,74.39
11,learner,84,DMS-DLS,naive,5331,20,5,168,5,0.1216,0,0.0,0.0834,3,0.3594,0.4206,0.3968,0.3798,87.7,60.42
11,learner,84,DMS-DLS,intermediate,3929,20,5,168,5,0.1891,1,0.0182,-0.0988,-8,0.5005,0.6768,0.4604,0.6069,86.43,78.66
11,learner,84,DMS-DLS,expert,4243,20,5,168,5,0.0211,0,0.0,-0.0757,-9,0.4122,0.527,0.4139,0.162,71.77,76.43
11,learner,84,DMS-ACC,naive,5331,20,67,106,20,0.1858,1,0.0481,-0.085,0,0.3297,0.57,0.2608,0.2584,85.42,88.45
11,learner,84,DMS-ACC,intermediate,3929,20,67,106,20,0.3196,1,0.0539,0.1407,6,0.405,0.5086,0.2514,0.2906,49.26,77.9
11,learner,84,DMS-ACC,expert,4243,20,67,106,20,0.1536,0,0.0,-0.0111,0,0.303,0.4837,0.3677,0.3516,29.91,57.51
11,learner,84,DLS-ACC,naive,5331,5,67,121,5,0.1513,1,0.0205,0.0606,0,0.4272,0.6021,0.3266,0.3967,81.79,80.63
11,learner,84,DLS-ACC,intermediate,3929,5,67,121,5,-0.1472,1,0.1526,-0.0273,0,0.6844,0.5389,0.4154,0.3644,4.47,46.41
11,learner,84,DLS-ACC,expert,4243,5,67,121,5,0.0681,0,0.0,-0.0193,-1,0.5288,0.5049,0.1305,0.3246,73.1,89.0
11,learner,84,V1-DMS,naive,5331,67,20,106,20,0.038,0,0.0,-0.0345,0,0.5946,0.3356,0.2268,0.1937,51.89,85.3
11,learner,84,V1-DMS,intermediate,3929,67,20,106,20,0.0679,0,0.0,-0.0271,0,0.4151,0.4013,0.2232,0.1713,69.09,84.41
11,learner,84,V1-DMS,expert,4243,67,20,106,20,0.0083,0,0.0,-0.0134,0,0.4607,0.2939,0.2448,0.2087,83.76,36.85
11,learner,84,V1-DLS,naive,5331,67,5,121,5,-0.1649,0,0.0,0.0121,4,0.6198,0.4182,0.3363,0.1015,81.23,57.64
11,learner,84,V1-DLS,intermediate,3929,67,5,121,5,-0.0372,2,0.1211,-0.0551,3,0.4727,0.6834,0.2658,0.2847,87.13,53.81
11,learner,84,V1-DLS,expert,4243,67,5,121,5,0.2987,2,0.0958,-0.0629,0,0.4655,0.4895,0.4199,0.498,87.19,64.91
11,learner,84,V1-ACC,naive,5331,67,67,59,20,0.0999,0,0.0,0.0094,0,0.5936,0.5711,0.166,0.1394,60.13,71.06
11,learner,84,V1-ACC,intermediate,3929,67,67,59,20,0.1207,5,0.2294,0.0769,0,0.4111,0.5094,0.1672,0.1769,52.81,67.49
11,learner,84,V1-ACC,expert,4243,67,67,59,20,0.0649,1,0.026,0.0346,0,0.4596,0.475,0.1778,0.1619,78.82,67.35
11,learner,84,CA1-DMS,naive,5331,28,20,145,20,0.1438,1,0.0219,0.0029,3,0.3859,0.3339,0.2099,0.1597,75.86,63.04
11,learner,84,CA1-DMS,intermediate,3929,28,20,145,20,0.1516,0,0.0,-0.0551,-5,0.296,0.4044,0.1802,0.1491,82.03,78.5
11,learner,84,CA1-DMS,expert,4243,28,20,145,20,-0.03,0,0.0,0.0507,5,0.2784,0.2981,0.1539,0.1683,71.56,67.13
11,learner,84,CA1-DLS,naive,5331,28,5,160,5,0.2569,2,0.0669,-0.0033,-6,0.4284,0.4173,0.3429,0.1775,83.08,66.47
11,learner,84,CA1-DLS,intermediate,3929,28,5,160,5,0.2522,2,0.0907,0.0258,0,0.4502,0.6861,0.4387,0.4774,86.99,77.32
11,learner,84,CA1-DLS,expert,4243,28,5,160,5,-0.1783,0,0.0,0.0781,0,0.3983,0.5334,0.4667,0.4842,23.82,13.32
11,learner,84,CA1-ACC,naive,5331,28,67,98,20,0.0135,0,0.0,0.0128,1,0.3872,0.5723,0.1872,0.1722,79.11,81.85
11,learner,84,CA1-ACC,intermediate,3929,28,67,98,20,0.0582,1,0.0249,-0.0508,-4,0.2928,0.5149,0.1192,0.1642,79.3,72.15
11,learner,84,CA1-ACC,expert,4243,28,67,98,20,0.4989,7,0.6461,-0.0063,-10,0.2778,0.4864,0.1132,0.1374,84.5,80.83
11,learner,84,CA1-V1,naive,5331,28,67,98,20,0.2527,2,0.0597,-0.0345,0,0.3864,0.5948,0.2028,0.1915,53.32,52.25
11,learner,84,CA1-V1,intermediate,3929,28,67,98,20,-0.2011,4,0.1308,-0.045,-1,0.2937,0.4085,0.187,0.2297,87.97,84.91
11,learner,84,CA1-V1,expert,4243,28,67,98,20,-0.0461,1,0.0171,-0.0094,0,0.2763,0.4598,0.1978,0.2047,62.66,62.93
11,learner,84,DG-DMS,naive,5331,6,20,167,6,0.1299,2,0.0241,0.0005,0,0.394,0.3638,0.1577,0.3185,69.4,66.42
11,learner,84,DG-DMS,intermediate,3929,6,20,167,6,0.0501,0,0.0,-0.1498,-7,0.0952,0.4726,0.3227,0.4347,67.63,88.65
11,learner,84,DG-DMS,expert,4243,6,20,167,6,-0.0261,0,0.0,-0.0149,-8,0.0924,0.2674,0.2233,0.2913,72.75,77.92
11,learner,84,DG-DLS,naive,5331,6,5,182,5,0.2663,4,0.2102,-0.021,8,0.4113,0.4185,0.1299,0.1263,48.83,46.64
11,learner,84,DG-DLS,intermediate,3929,6,5,182,5,0.3526,3,0.1873,-0.0661,-8,0.2402,0.6834,0.2784,0.3815,84.18,39.84
11,learner,84,DG-DLS,expert,4243,6,5,182,5,0.5905,2,0.2902,-0.1008,-6,0.1129,0.5293,0.4534,0.558,56.78,40.52
11,learner,84,DG-ACC,naive,5331,6,67,120,6,0.0613,0,0.0,-0.0016,2,0.394,0.6105,0.0923,0.2815,55.83,82.04
11,learner,84,DG-ACC,intermediate,3929,6,67,120,6,0.1487,1,0.0216,-0.0509,0,0.098,0.5402,0.0912,0.2677,80.51,88.68
11,learner,84,DG-ACC,expert,4243,6,67,120,6,0.4454,4,0.2769,-0.0231,0,0.0928,0.5081,0.11,0.2653,74.3,88.31
11,learner,84,DG-V1,naive,5331,6,67,120,6,0.13,3,0.0524,-0.0159,-1,0.3957,0.6354,0.2034,0.3454,63.04,43.3
11,learner,84,DG-V1,intermediate,3929,6,67,120,6,-0.0623,1,0.0388,0.026,8,0.0947,0.4479,0.2659,0.3414,79.48,70.19
11,learner,84,DG-V1,expert,4243,6,67,120,6,0.0846,2,0.037,0.0461,-2,0.0893,0.4905,0.1782,0.2763,32.74,82.17
11,learner,84,DG-CA1,naive,5331,6,28,159,6,0.4796,6,0.3625,-0.1007,0,0.3983,0.4957,0.2907,0.4801,56.79,73.2
11,learner,84,DG-CA1,intermediate,3929,6,28,159,6,0.125,2,0.0617,-0.0012,0,0.091,0.3563,0.3915,0.467,51.32,30.77
11,learner,84,DG-CA1,expert,4243,6,28,159,6,0.3333,2,0.1183,-0.0822,0,0.095,0.3696,0.4207,0.4778,23.78,13.47
13,learner,23,DMS-DLS,naive,7294,8,6,95,6,0.1387,1,0.0097,0.0542,8,0.5261,0.4051,0.3981,0.2748,64.53,79.49
13,learner,23,DMS-DLS,intermediate,8216,8,6,95,6,-0.0907,3,0.041,-0.0079,0,0.5508,0.6514,0.594,0.4733,80.49,13.24
13,learner,23,DMS-DLS,expert,7514,8,6,95,6,0.7948,1,0.4995,0.0588,0,0.7017,0.7158,0.5375,0.5153,0.21,26.56
13,learner,23,DMS-ACC,naive,7294,8,7,94,7,0.0878,2,0.0075,-0.0161,-2,0.5274,0.4401,0.2764,0.2199,83.01,54.98
13,learner,23,DMS-ACC,intermediate,8216,8,7,94,7,0.1634,5,0.0725,0.0599,6,0.5329,0.3931,0.3615,0.1505,33.8,37.47
13,learner,23,DMS-ACC,expert,7514,8,7,94,7,0.1642,6,0.0986,0.0015,0,0.7017,0.2887,0.3797,0.355,2.47,19.72
13,learner,23,DLS-ACC,naive,7294,6,7,96,6,0.0783,1,0.0111,-0.0449,0,0.4057,0.4588,0.5687,0.4763,80.68,70.79
13,learner,23,DLS-ACC,intermediate,8216,6,7,96,6,-0.1761,3,0.0517,-0.0342,0,0.6512,0.3132,0.4552,0.3469,62.33,60.89
13,learner,23,DLS-ACC,expert,7514,6,7,96,6,-0.0358,1,0.0079,0.0577,4,0.7459,0.2968,0.356,0.1923,86.32,88.36
13,learner,23,V1-DMS,naive,7294,64,8,37,8,0.0222,0,0.0,0.0645,9,0.5804,0.5281,0.2863,0.2808,79.08,29.84
13,learner,23,V1-DMS,intermediate,8216,64,8,37,8,-0.1114,2,0.028,-0.0276,-10,0.571,0.5334,0.2605,0.2749,77.76,70.98
13,learner,23,V1-DMS,expert,7514,64,8,37,8,0.0376,0,0.0,0.0107,0,0.5187,0.6793,0.4207,0.3995,70.69,6.05
13,learner,23,V1-DLS,naive,7294,64,6,39,6,-0.0053,0,0.0,0.1431,4,0.5908,0.4058,0.3339,0.1969,86.96,59.6
13,learner,23,V1-DLS,intermediate,8216,64,6,39,6,-0.0865,2,0.0267,-0.0475,0,0.5703,0.652,0.3096,0.387,66.17,36.49
13,learner,23,V1-DLS,expert,7514,64,6,39,6,0.1191,1,0.0071,-0.0678,-1,0.5289,0.7468,0.3389,0.3646,49.14,83.17
13,learner,23,V1-ACC,naive,7294,64,7,38,7,0.0792,0,0.0,0.0461,7,0.5785,0.4386,0.3269,0.2227,48.61,25.59
13,learner,23,V1-ACC,intermediate,8216,64,7,38,7,0.2626,5,0.1139,0.0243,7,0.544,0.3928,0.2364,0.1207,63.74,22.05
13,learner,23,V1-ACC,expert,7514,64,7,38,7,0.1013,1,0.0052,0.0756,1,0.538,0.2902,0.2552,0.1084,85.4,64.26
13,learner,23,CA1-DMS,naive,7294,24,8,77,8,0.0082,0,0.0,0.0044,4,0.3836,0.5276,0.3274,0.3035,66.72,62.09
13,learner,23,CA1-DMS,intermediate,8216,24,8,77,8,0.0769,0,0.0,-0.0355,10,0.3923,0.5331,0.4118,0.3716,72.05,23.42
13,learner,23,CA1-DMS,expert,7514,24,8,77,8,0.136,1,0.0093,0.0426,0,0.3223,0.7006,0.3035,0.2621,49.85,5.99
13,learner,23,CA1-DLS,naive,7294,24,6,79,6,-0.001,0,0.0,0.0486,8,0.4096,0.405,0.3357,0.1298,85.56,41.76
13,learner,23,CA1-DLS,intermediate,8216,24,6,79,6,0.0774,0,0.0,-0.0394,0,0.3179,0.6513,0.2909,0.385,58.7,62.47
13,learner,23,CA1-DLS,expert,7514,24,6,79,6,0.029,0,0.0,-0.0307,0,0.3596,0.746,0.2254,0.1472,75.68,38.08
13,learner,23,CA1-ACC,naive,7294,24,7,78,7,0.0886,0,0.0,0.0333,0,0.4141,0.4402,0.3314,0.2367,55.58,84.91
13,learner,23,CA1-ACC,intermediate,8216,24,7,78,7,0.0505,0,0.0,0.0197,-2,0.3206,0.3932,0.2967,0.0959,83.79,81.77
13,learner,23,CA1-ACC,expert,7514,24,7,78,7,0.1185,1,0.0071,-0.0016,0,0.3182,0.2906,0.3155,0.2605,49.36,56.33
13,learner,23,CA1-V1,naive,7294,24,64,21,20,0.2746,2,0.0528,0.0544,1,0.3362,0.5467,0.3016,0.3027,37.81,38.06
13,learner,23,CA1-V1,intermediate,8216,24,64,21,20,0.3677,1,0.0726,0.016,0,0.3026,0.5451,0.3273,0.3047,18.99,23.08
13,learner,23,CA1-V1,expert,7514,24,64,21,20,0.3725,1,0.0747,-0.0184,0,0.2318,0.5276,0.2913,0.2876,30.98,19.74
14,learner,39,DMS-DLS,naive,5899,31,26,23,20,0.1164,0,0.0,-0.0433,-4,0.4506,0.3388,0.2865,0.3266,69.8,86.07
14,learner,39,DMS-DLS,intermediate,4790,31,26,23,20,0.0347,0,0.0,-0.018,-6,0.5076,0.4559,0.4437,0.3865,80.21,37.53
14,learner,39,DMS-DLS,expert,4206,31,26,23,20,0.1644,1,0.0276,0.0405,2,0.5043,0.449,0.409,0.3602,75.13,81.53
14,learner,39,DMS-ACC,naive,5899,31,23,26,20,-0.0538,0,0.0,-0.0899,-4,0.4474,0.8209,0.7664,0.5901,35.8,25.82
14,learner,39,DMS-ACC,intermediate,4790,31,23,26,20,0.0659,0,0.0,0.0546,8,0.4818,0.4548,0.481,0.4619,81.93,88.32
14,learner,39,DMS-ACC,expert,4206,31,23,26,20,-0.0827,0,0.0,-0.0586,2,0.4873,0.3597,0.5756,0.4428,84.83,82.07
14,learner,39,DLS-ACC,naive,5899,26,23,31,20,0.1787,0,0.0,0.0651,9,0.3868,0.9249,0.3802,0.5449,80.92,88.9
14,learner,39,DLS-ACC,intermediate,4790,26,23,31,20,-0.0097,0,0.0,0.0224,5,0.4522,0.4543,0.3495,0.3425,87.36,88.39
14,learner,39,DLS-ACC,expert,4206,26,23,31,20,-0.0073,0,0.0,0.0201,-5,0.4365,0.3599,0.3641,0.4337,85.34,87.99
