animal,pair,transition,k_eff,rot_x_cc1,rot_y_cc1,floor_x_cc1,floor_y_cc1,rot_x_top3,rot_y_top3,jaccard_x,jaccard_y
5,DMS-DLS,naive->intermediate,20,69.97,78.43,74.58,78.83,87.71,89.56,0.12,0.18
5,DMS-DLS,intermediate->expert,20,50.55,45.91,63.81,58.34,86.87,84.36,0.27,0.37
5,DMS-DLS,naive->expert,20,80.06,82.4,63.7,64.99,85.96,88.13,0.12,0.14
5,DMS-ACC,naive->intermediate,20,84.7,89.05,71.86,83.99,86.34,89.44,0.08,0.12
5,DMS-ACC,intermediate->expert,20,82.97,82.97,77.38,81.1,76.15,89.99,0.27,0.24
5,DMS-ACC,naive->expert,20,74.17,83.81,70.24,77.86,89.3,87.71,0.17,0.11
5,DLS-ACC,naive->intermediate,20,75.61,88.28,56.07,74.19,88.56,89.11,0.18,0.09
5,DLS-ACC,intermediate->expert,20,47.07,73.72,37.39,56.43,89.34,89.97,0.39,0.26
5,DLS-ACC,naive->expert,20,73.87,76.44,59.64,63.98,89.86,87.1,0.15,0.12
7,DMS-ACC,naive->intermediate,13,73.1,85.6,80.47,78.34,88.78,89.69,1.0,0.12
7,DMS-ACC,intermediate->expert,13,53.51,75.95,86.39,86.63,87.48,86.3,0.14,0.22
7,DMS-ACC,naive->expert,13,57.85,73.65,78.44,80.57,67.23,89.3,0.14,0.0
9,DMS-ACC,naive->intermediate,20,84.8,77.53,67.51,76.96,84.34,86.88,0.08,0.08
9,DMS-ACC,intermediate->expert,20,80.24,86.33,81.94,87.47,88.87,86.84,0.17,0.17
9,DMS-ACC,naive->expert,20,72.97,89.47,74.09,78.07,83.73,89.8,0.27,0.08
9,V1-DMS,naive->intermediate,20,85.07,86.1,84.23,86.6,87.16,88.02,0.33,0.08
9,V1-DMS,intermediate->expert,20,87.49,86.99,86.09,81.64,89.0,87.13,0.09,0.17
9,V1-DMS,naive->expert,20,83.03,88.8,84.55,82.18,88.99,89.12,0.0,0.27
9,V1-ACC,naive->intermediate,20,70.03,64.83,58.99,72.49,83.31,75.81,0.33,0.08
9,V1-ACC,intermediate->expert,20,54.86,60.76,73.9,86.84,89.16,86.14,0.09,0.17
9,V1-ACC,naive->expert,20,85.54,44.94,71.76,70.74,86.26,85.84,0.0,0.08
10,DMS-DLS,naive->intermediate,17,20.24,31.55,73.98,52.49,86.56,39.04,0.43,0.0
10,DMS-DLS,intermediate->expert,17,78.39,27.01,78.35,58.5,33.19,63.23,0.43,0.43
10,DMS-DLS,naive->expert,17,81.93,44.44,85.36,50.66,63.26,73.2,0.25,0.0
10,DMS-ACC,naive->intermediate,8,89.4,37.51,21.78,0.03,88.57,69.37,0.25,0.33
10,DMS-ACC,intermediate->expert,8,89.82,44.82,37.79,36.6,89.39,67.37,0.25,0.33
10,DMS-ACC,naive->expert,8,75.51,55.74,59.57,36.63,77.17,54.44,0.43,0.0
10,DLS-ACC,naive->intermediate,8,85.46,89.77,70.64,25.87,86.23,89.84,0.43,0.0
10,DLS-ACC,intermediate->expert,8,89.79,89.58,44.73,25.79,86.58,85.79,0.25,0.33
10,DLS-ACC,naive->expert,8,88.5,52.49,25.91,0.08,82.91,66.64,0.25,0.33
10,V1-DMS,naive->intermediate,7,65.03,85.86,64.38,57.62,62.52,76.17,0.33,0.43
10,V1-DMS,intermediate->expert,7,39.25,54.77,36.37,64.57,65.14,83.94,1.0,0.67
10,V1-DMS,naive->expert,7,81.19,83.74,44.31,49.44,59.15,82.98,0.33,0.43
10,V1-DLS,naive->intermediate,7,52.21,89.43,39.64,87.83,72.6,88.87,0.33,0.11
10,V1-DLS,intermediate->expert,7,50.85,65.54,50.18,88.67,53.56,81.16,1.0,0.67
10,V1-DLS,naive->expert,7,60.33,86.67,73.44,87.48,67.96,83.81,0.33,0.11
10,V1-ACC,naive->intermediate,7,72.77,88.65,59.16,27.83,55.59,87.32,0.33,0.0
10,V1-ACC,intermediate->expert,7,71.77,52.85,68.09,52.36,77.86,80.16,1.0,0.33
10,V1-ACC,naive->expert,7,89.78,83.29,73.88,24.85,86.32,86.55,0.33,0.0
11,DMS-DLS,naive->intermediate,5,76.7,88.09,74.89,64.4,87.21,87.41,0.11,0.33
11,DMS-DLS,intermediate->expert,5,86.66,73.53,86.17,79.37,84.05,82.93,0.25,1.0
11,DMS-DLS,naive->expert,5,88.65,25.15,76.69,68.31,89.99,62.78,0.25,0.33
11,DMS-ACC,naive->intermediate,20,84.57,88.03,77.64,86.09,80.73,88.17,0.11,0.14
11,DMS-ACC,intermediate->expert,20,30.02,89.6,71.39,73.02,89.06,88.03,0.43,0.28
11,DMS-ACC,naive->expert,20,87.63,87.7,76.79,74.51,88.15,87.76,0.11,0.1
11,DLS-ACC,naive->intermediate,5,72.9,85.1,53.48,73.31,85.19,89.3,0.33,0.14
11,DLS-ACC,intermediate->expert,5,82.46,86.65,51.22,75.19,84.88,88.06,1.0,0.33
11,DLS-ACC,naive->expert,5,85.31,85.81,76.43,79.55,87.68,89.79,0.33,0.07
11,V1-DMS,naive->intermediate,20,84.12,82.49,63.85,79.93,83.15,86.84,0.21,0.11
11,V1-DMS,intermediate->expert,20,79.0,80.65,76.88,72.21,89.59,81.08,0.36,0.43
11,V1-DMS,naive->expert,20,76.53,60.58,66.69,67.01,88.56,79.69,0.1,0.11
11,V1-DLS,naive->intermediate,5,76.79,39.49,86.86,78.89,83.24,54.36,0.21,0.33
11,V1-DLS,intermediate->expert,5,86.25,32.53,86.36,63.63,88.32,33.45,0.17,1.0
11,V1-DLS,naive->expert,5,85.87,45.6,84.03,67.14,88.27,44.28,0.1,0.33
11,V1-ACC,naive->intermediate,20,84.34,87.79,65.24,70.32,89.77,86.9,0.21,0.14
11,V1-ACC,intermediate->expert,20,72.57,84.42,67.28,73.76,80.07,84.33,0.36,0.28
11,V1-ACC,naive->expert,20,87.3,88.57,63.09,71.56,89.26,85.98,0.1,0.1
11,CA1-DMS,naive->intermediate,20,70.9,89.46,72.24,78.26,81.82,88.59,0.17,0.11
11,CA1-DMS,intermediate->expert,20,62.54,77.65,83.62,74.43,86.13,82.15,0.17,0.43
11,CA1-DMS,naive->expert,20,87.24,86.55,75.39,76.67,84.2,85.23,0.17,0.11
11,CA1-DLS,naive->intermediate,5,85.53,69.89,86.16,86.14,89.37,50.96,0.17,0.33
11,CA1-DLS,intermediate->expert,5,29.1,14.98,80.22,71.61,80.05,64.46,0.27,1.0
11,CA1-DLS,naive->expert,5,85.68,67.5,76.85,73.24,83.74,89.53,0.4,0.33
11,CA1-ACC,naive->intermediate,20,79.13,85.74,85.68,69.01,85.37,89.87,0.17,0.14
11,CA1-ACC,intermediate->expert,20,87.2,81.86,85.15,73.49,87.9,87.33,0.17,0.28
11,CA1-ACC,naive->expert,20,86.88,87.57,87.6,82.47,85.53,88.95,0.17,0.1
11,CA1-V1,naive->intermediate,20,81.16,89.5,70.78,72.47,80.56,81.48,0.08,0.21
11,CA1-V1,intermediate->expert,20,21.97,78.77,61.94,80.28,82.21,79.43,0.17,0.36
11,CA1-V1,naive->expert,20,78.3,88.92,49.46,63.66,85.89,85.05,0.17,0.1
11,DG-DMS,naive->intermediate,6,77.58,84.72,67.34,73.58,84.93,85.0,0.0,0.11
11,DG-DMS,intermediate->expert,6,80.72,89.29,73.05,84.3,83.73,87.06,0.33,0.25
11,DG-DMS,naive->expert,6,87.5,78.23,82.79,75.1,71.72,87.23,0.0,0.11
11,DG-DLS,naive->intermediate,5,84.36,62.4,63.19,68.5,87.14,84.85,0.0,0.33
11,DG-DLS,intermediate->expert,5,85.54,44.51,59.33,35.43,86.85,67.95,0.33,1.0
11,DG-DLS,naive->expert,5,63.73,89.38,67.66,35.84,74.16,84.95,0.0,0.33
11,DG-ACC,naive->intermediate,6,43.03,82.35,57.62,80.81,74.81,86.0,0.0,0.14
11,DG-ACC,intermediate->expert,6,48.93,73.81,68.52,78.01,70.34,74.28,0.33,0.45
11,DG-ACC,naive->expert,6,39.35,88.73,53.22,83.46,81.33,88.91,0.0,0.1
11,DG-V1,naive->intermediate,6,56.14,85.4,54.88,59.74,83.75,87.97,0.0,0.26
11,DG-V1,intermediate->expert,6,53.75,82.04,65.29,86.01,77.76,87.93,0.33,0.17
11,DG-V1,naive->expert,6,58.15,79.4,70.33,58.98,66.76,86.06,0.0,0.1
11,DG-CA1,naive->intermediate,6,38.73,21.38,72.12,78.32,42.54,63.8,0.0,0.27
11,DG-CA1,intermediate->expert,6,41.72,18.64,55.88,58.25,80.47,60.71,1.0,0.4
11,DG-CA1,naive->expert,6,26.93,27.5,48.53,53.07,73.27,67.24,0.0,0.27
13,CA1-V1,naive->intermediate,20,22.76,21.83,26.71,26.61,79.52,73.8,0.2,0.45
13,CA1-V1,intermediate->expert,20,17.84,24.07,23.66,19.12,72.4,89.12,0.5,0.6
13,CA1-V1,naive->expert,20,32.25,29.41,32.19,26.46,71.68,72.47,0.09,0.39
14,DMS-DLS,naive->intermediate,13,87.45,77.92,70.27,71.5,89.92,77.95,0.14,0.6
14,DMS-DLS,intermediate->expert,13,87.1,51.56,81.27,73.42,87.13,69.38,0.33,0.33
14,DMS-DLS,naive->expert,13,88.29,85.16,67.22,87.38,89.98,87.91,0.14,0.14
14,DMS-ACC,naive->intermediate,20,86.74,86.29,87.66,89.91,86.45,88.11,0.14,0.33
14,DMS-ACC,intermediate->expert,20,83.67,89.34,71.0,89.91,86.0,89.79,0.23,0.2
14,DMS-ACC,naive->expert,20,80.18,66.58,70.47,90.0,86.32,78.79,0.07,0.2
14,DLS-ACC,naive->intermediate,13,72.7,49.72,85.02,89.95,80.74,89.53,0.6,0.2
14,DLS-ACC,intermediate->expert,13,85.77,86.64,85.44,89.28,89.81,74.96,0.33,0.09
14,DLS-ACC,naive->expert,13,87.89,88.89,89.58,89.26,82.75,86.6,0.14,0.2
