animal,pair,epoch,dim,peak_cc,sig,ifi,lag
1,DMS-DLS,naive,1,0.1725,0,0.0616,10
1,DMS-DLS,naive,2,0.0438,0,0.0987,10
1,DMS-DLS,naive,3,0.0082,0,0.032,10
1,DMS-DLS,naive,4,-0.0109,0,0.0445,9
1,DMS-DLS,naive,5,0.0188,0,0.0671,5
1,DMS-DLS,naive,6,-0.0653,0,0.0461,7
1,DMS-DLS,naive,7,-0.0068,0,0.0571,7
1,DMS-DLS,naive,8,0.0003,0,0.0269,7
1,DMS-DLS,naive,9,0.0038,0,0.0368,7
1,DMS-DLS,naive,10,-0.004,0,0.0406,5
1,DMS-DLS,naive,11,0.0071,0,0.0489,7
1,DMS-DLS,naive,12,0.0233,0,0.0632,7
1,DMS-DLS,naive,13,0.0274,0,0.0422,7
1,DMS-DLS,naive,14,0.0128,0,0.0349,8
1,DMS-DLS,naive,15,0.0099,0,0.0334,7
1,DMS-DLS,naive,16,-0.0333,0,0.0682,9
1,DMS-DLS,naive,17,-0.0093,0,0.0878,8
1,DMS-DLS,naive,18,0.0048,0,0.1549,8
1,DMS-DLS,naive,19,-0.023,0,0.05,-9
1,DMS-DLS,naive,20,0.0114,0,0.1382,-9
1,DMS-DLS,intermediate,1,0.4485,1,0.0347,0
1,DMS-DLS,intermediate,2,0.0884,0,0.0457,9
1,DMS-DLS,intermediate,3,0.1088,0,0.0276,5
1,DMS-DLS,intermediate,4,-0.0061,0,0.0371,7
1,DMS-DLS,intermediate,5,-0.0328,0,0.0254,7
1,DMS-DLS,intermediate,6,-0.0522,0,0.0158,0
1,DMS-DLS,intermediate,7,-0.0443,0,0.0255,8
1,DMS-DLS,intermediate,8,0.0413,0,0.0266,0
1,DMS-DLS,intermediate,9,0.0801,0,0.0262,8
1,DMS-DLS,intermediate,10,0.0361,0,0.0367,8
1,DMS-DLS,intermediate,11,0.0107,0,0.0316,10
1,DMS-DLS,intermediate,12,0.108,0,0.0242,0
1,DMS-DLS,intermediate,13,0.0392,0,0.0358,7
1,DMS-DLS,intermediate,14,0.0458,0,0.0243,0
1,DMS-DLS,intermediate,15,0.0456,0,0.0023,0
1,DMS-DLS,intermediate,16,-0.0878,0,-0.016,-10
1,DMS-DLS,intermediate,17,0.0729,0,-0.028,-10
1,DMS-DLS,intermediate,18,0.0033,0,0.0046,0
1,DMS-DLS,intermediate,19,-0.0431,0,0.0708,6
1,DMS-DLS,intermediate,20,-0.1493,0,0.0973,4
1,DMS-DLS,expert,1,0.3287,1,0.0258,0
1,DMS-DLS,expert,2,0.2639,1,0.005,0
1,DMS-DLS,expert,3,-0.0835,0,-0.0026,5
1,DMS-DLS,expert,4,0.2136,0,-0.0262,0
1,DMS-DLS,expert,5,0.0826,0,-0.0211,-4
1,DMS-DLS,expert,6,-0.0112,0,-0.0193,-2
1,DMS-DLS,expert,7,-0.139,0,-0.0028,0
1,DMS-DLS,expert,8,-0.0207,0,-0.0232,-1
1,DMS-DLS,expert,9,-0.0559,0,-0.0202,-1
1,DMS-DLS,expert,10,0.0122,0,0.0009,-1
1,DMS-DLS,expert,11,-0.0686,0,-0.0103,-1
1,DMS-DLS,expert,12,-0.1014,0,0.0007,0
1,DMS-DLS,expert,13,-0.0634,0,0.0215,5
1,DMS-DLS,expert,14,0.0584,0,0.0048,0
1,DMS-DLS,expert,15,-0.0662,0,0.0111,8
1,DMS-DLS,expert,16,0.0347,0,-0.0009,-4
1,DMS-DLS,expert,17,-0.0156,0,-0.0306,5
1,DMS-DLS,expert,18,0.1026,0,-0.1315,-10
1,DMS-DLS,expert,19,-0.1518,0,-0.1113,-3
1,DMS-DLS,expert,20,0.0813,0,-0.2626,-8
