animal,pair,epoch,dim,peak_cc,sig,ifi,lag
1,DMS-DLS,naive,1,0.223,0,0.0655,10
1,DMS-DLS,naive,2,0.0861,0,0.1012,10
1,DMS-DLS,naive,3,0.0063,0,0.0362,10
1,DMS-DLS,naive,4,0.01,0,0.0527,10
1,DMS-DLS,naive,5,0.0233,0,0.0734,5
1,DMS-DLS,naive,6,0.0063,0,0.0613,10
1,DMS-DLS,naive,7,-0.0171,0,0.0711,10
1,DMS-DLS,naive,8,-0.0032,0,0.0581,7
1,DMS-DLS,naive,9,0.0071,0,0.0491,7
1,DMS-DLS,naive,10,-0.02,0,0.0513,2
1,DMS-DLS,naive,11,-0.0037,0,0.0687,5
1,DMS-DLS,naive,12,0.0067,0,0.0583,7
1,DMS-DLS,naive,13,0.0252,0,0.0384,7
1,DMS-DLS,naive,14,-0.001,0,0.0287,8
1,DMS-DLS,naive,15,0.0082,0,0.061,8
1,DMS-DLS,naive,16,-0.0195,0,0.0476,-3
1,DMS-DLS,naive,17,-0.0018,0,0.1091,7
1,DMS-DLS,naive,18,0.0012,0,0.1069,8
1,DMS-DLS,naive,19,0.0131,0,0.1138,6
1,DMS-DLS,naive,20,-0.0108,0,0.1792,6
1,DMS-DLS,intermediate,1,0.2697,0,0.0393,9
1,DMS-DLS,intermediate,2,0.0736,0,0.0446,9
1,DMS-DLS,intermediate,3,0.0282,0,0.0266,5
1,DMS-DLS,intermediate,4,0.0206,0,0.0336,9
1,DMS-DLS,intermediate,5,0.0701,0,0.0243,10
1,DMS-DLS,intermediate,6,0.0277,0,0.0294,7
1,DMS-DLS,intermediate,7,0.0318,0,0.0368,7
1,DMS-DLS,intermediate,8,0.0152,0,0.0353,0
1,DMS-DLS,intermediate,9,-0.016,0,0.0333,8
1,DMS-DLS,intermediate,10,-0.0141,0,0.0394,8
1,DMS-DLS,intermediate,11,0.0108,0,0.0287,-10
1,DMS-DLS,intermediate,12,0.0383,0,0.036,0
1,DMS-DLS,intermediate,13,-0.0218,0,0.0245,7
1,DMS-DLS,intermediate,14,0.0075,0,0.0093,0
1,DMS-DLS,intermediate,15,0.0063,0,0.0053,0
1,DMS-DLS,intermediate,16,0.0143,0,-0.0456,-10
1,DMS-DLS,intermediate,17,0.0241,0,-0.019,-10
1,DMS-DLS,intermediate,18,-0.011,0,0.0109,0
1,DMS-DLS,intermediate,19,0.0093,0,0.1005,6
1,DMS-DLS,intermediate,20,-0.0204,0,0.2045,6
1,DMS-DLS,expert,1,0.26,0,0.0178,0
1,DMS-DLS,expert,2,0.1562,0,0.0079,0
1,DMS-DLS,expert,3,0.033,0,-0.0037,5
1,DMS-DLS,expert,4,0.0654,0,-0.0219,0
1,DMS-DLS,expert,5,0.0533,0,-0.0286,-1
1,DMS-DLS,expert,6,0.0049,0,-0.0173,9
1,DMS-DLS,expert,7,0.0319,0,-0.008,-1
1,DMS-DLS,expert,8,0.0481,0,-0.0268,-1
1,DMS-DLS,expert,9,0.0041,0,-0.0157,-1
1,DMS-DLS,expert,10,0.0299,0,-0.018,-1
1,DMS-DLS,expert,11,0.0132,0,-0.0021,-1
1,DMS-DLS,expert,12,0.0145,0,-0.0052,-1
1,DMS-DLS,expert,13,0.0002,0,0.015,5
1,DMS-DLS,expert,14,0.0085,0,0.0284,8
1,DMS-DLS,expert,15,0.0178,0,-0.0083,-6
1,DMS-DLS,expert,16,-0.0084,0,-0.0393,-8
1,DMS-DLS,expert,17,0.0051,0,-0.0148,-4
1,DMS-DLS,expert,18,-0.0127,0,-0.1143,-4
1,DMS-DLS,expert,19,0.0143,0,-0.0666,-6
1,DMS-DLS,expert,20,0.0066,0,-0.0191,-5
1,DMS-ACC,naive,1,0.4169,1,0.0959,0
1,DMS-ACC,naive,2,0.2146,1,0.1337,4
1,DMS-ACC,naive,3,0.0072,0,0.0302,6
1,DMS-ACC,naive,4,0.0305,0,0.0531,-1
1,DMS-ACC,naive,5,0.0027,0,0.0287,1
1,DMS-ACC,naive,6,0.009,0,0.0394,-1
1,DMS-ACC,naive,7,0.0259,0,0.0238,-3
1,DMS-ACC,naive,8,0.0119,0,0.0278,-2
1,DMS-ACC,naive,9,-0.0023,0,0.0304,9
1,DMS-ACC,naive,10,-0.0172,0,0.0259,6
1,DMS-ACC,naive,11,0.0056,0,0.0335,6
1,DMS-ACC,naive,12,0.0182,0,0.0333,9
1,DMS-ACC,naive,13,-0.0278,0,0.0339,-2
1,DMS-ACC,naive,14,0.0428,0,0.0413,-2
1,DMS-ACC,naive,15,0.025,0,0.0529,10
1,DMS-ACC,naive,16,-0.0055,0,0.066,10
1,DMS-ACC,naive,17,-0.0051,0,0.0968,-3
1,DMS-ACC,naive,18,-0.0078,0,0.108,6
1,DMS-ACC,naive,19,-0.0218,0,0.0469,-2
1,DMS-ACC,naive,20,-0.0336,0,0.0168,-2
1,DMS-ACC,intermediate,1,0.3349,1,0.0428,0
1,DMS-ACC,intermediate,2,0.0815,0,0.0215,-8
1,DMS-ACC,intermediate,3,0.0511,0,0.0194,8
1,DMS-ACC,intermediate,4,-0.0185,0,0.0103,4
